                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                      1,                 1.4896,                 1.4941,                 1.2549,                0.78859,                0.63588,                   0.81,                0.47136,                 1.3376,                 1.1389,                  1.222,             0.00055037,             0.00055037,             0.00055037
