                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                      1,                 1.4676,                 1.8067,                  1.359,                0.88513,                0.72909,                0.85655,                0.53011,                 1.1726,                 1.1709,                  1.324,             0.00055501,             0.00055501,             0.00055501
